Rhyhorn,79.8,111,ground,rock,65.2,64.3,90,377750,11.5,498,Mud Slap,Bulldoze,Horn Attack,5,4,3,50000
Dragonite,79.7,149,dragon,flying,79.8,60.4,65,313223,5,500,Dragon Breath,Draco Meteor,Dragon Claw,22,12,5,75000
Yamask (Galarian),79.6,562,ground,ghost,59.6,92,76,416676,19.5,498,Astonish,Night Shade,Rock Tomb,5,5,3,50000
Barboach (Shadow),79.4,339,water,ground,64.1,63.5,95,386772,24,499,Mud Shot,Mud Bomb,Aqua Tail,5,5,1,10000
Dragonair (Shadow),79.4,148,dragon,none,72.7,64.9,72,340064,10.5,499,Dragon Breath,Aqua Tail,Body Slam,12,12,5,75000
Chikorita,79.3,152,grass,none,59.5,84.9,83,418811,21.5,499,Vine Whip,Body Slam,Grass Knot,5,7,3,10000
Kingdra,79.3,230,water,dragon,71.9,72.3,67,348411,7,500,Dragon Breath,Blizzard,Hydro Pump,25,25,3,50000
Moltres (Galarian),79.3,146,dark,flying,66.8,79,70,369270,6,500,Sucker Punch,Ancient Power,Brave Bird,7,8,20,100000
Duskull (Shadow),79.2,355,ghost,none,53.5,124.1,70,464615,28.5,500,Astonish,Frustration,Night Shade,7,5,3,50000
Meowth (Alolan),79,52,dark,none,68.1,60.9,87,360387,24,497,Bite,Dark Pulse,Foul Play,25,20,3,50000
Machoke,78.9,67,fighting,none,74.8,55.1,81,334006,9.5,499,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Corsola (Galarian),78.6,222,ghost,none,57.8,92.5,80,427660,13,500,Astonish,Night Shade,Power Gem,5,5,3,50000
Koffing,78.6,109,poison,none,65.2,83.4,70,380401,16,497,Acid,Dark Pulse,Sludge,7,5,3,50000
Zubat (Shadow),78.6,41,poison,flying,63.9,64.7,94,388507,30.5,498,Bite,Air Cutter,Frustration,18,35,1,10000
Forretress (Shadow),78.3,205,bug,steel,64.3,81.4,74,387534,8.5,500,Bug Bite,Earthquake,Frustration,22,24,5,75000
Geodude (Alolan) (Shadow),78.3,74,rock,electric,70.9,71.9,69,351744,15,500,Rock Throw,Frustration,Rock Slide,14,9,1,10000
Metapod,78.3,11,bug,none,50.4,78.1,126,496448,50,500,Bug Bite,Return,Struggle,24,34,1,10000
Skorupi,78.3,451,poison,bug,57.8,94.4,79,431035,19.5,499,Infestation,Aqua Tail,Cross Poison,3,3,5,75000
Squirtle (Shadow),78.3,7,water,none,59.9,81,85,412493,20.5,497,Bubble,Aqua Tail,Aqua Jet,4,4,3,10000
Dragonair,78,148,dragon,none,72.7,64.9,72,340064,10.5,499,Dragon Breath,Aqua Tail,Body Slam,12,12,5,75000
Gligar (Shadow),78,207,ground,flying,63.4,82.4,75,391598,10,498,Fury Cutter,Aerial Ace,Dig,10,13,5,75000
Geodude (Shadow),77.9,74,rock,ground,70.9,71.9,69,351744,15,500,Rock Throw,Dig,Frustration,10,14,1,10000
Sealeo,77.9,364,ice,water,62.9,65.1,96,393455,11,499,Powder Snow,Aurora Beam,Body Slam,8,5,3,50000
Bunnelby,77.8,659,normal,none,58.3,70.5,103,423624,44,498,Mud Slap,Bulldoze,Dig,5,5,1,10000
Pineco,77.8,204,bug,none,62.9,75.9,83,396548,18,500,Bug Bite,Gyro Ball,Rock Tomb,20,17,5,75000
Kakuna,77.6,14,bug,poison,51.3,75.6,120,465181,50,488,Bug Bite,Return,Struggle,24,34,1,10000
Vibrava,77.6,329,ground,dragon,72.6,58.9,79,337754,15.5,498,Dragon Breath,Bug Buzz,Bulldoze,20,15,5,75000
Graveler (Alolan) (Shadow),77.5,75,rock,electric,71.4,73.9,66,348435,10,500,Rock Throw,Frustration,Rock Blast,14,8,1,10000
Carracosta,77.4,565,water,rock,70.5,74,67,349898,7,499,Rock Throw,Ancient Power,Body Slam,9,7,5,75000
Machop (Shadow),77.4,66,fighting,none,73.5,49.7,93,339379,15,499,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Nidoran Female (Shadow),77.4,29,poison,none,58.9,67.4,105,416872,24,496,Bite,Body Slam,Frustration,18,35,3,50000
Whiscash,77.4,340,water,ground,62.7,61.5,102,393732,9,498,Mud Shot,Blizzard,Mud Bomb,10,5,1,10000
Quagsire (Shadow),77.2,195,water,ground,64.1,63.7,94,384306,9.5,498,Mud Shot,Acid Spray,Aqua Tail,6,5,3,50000
Whirlipede (Shadow),77.2,544,bug,poison,57.8,103,72,428884,17,500,Bug Bite,Frustration,Gyro Ball,24,20,1,10000
Escavalier,76.9,589,bug,steel,77.2,67.1,62,320917,6.5,500,Bug Bite,Acid Spray,Aerial Ace,15,14,3,50000
Aron,76.8,304,steel,rock,65.2,76.6,77,384384,15,500,Metal Claw,Body Slam,Iron Head,5,8,1,10000
Geodude (Alolan),76.8,74,rock,electric,69.8,73.5,69,354090,15,500,Rock Throw,Rock Slide,Rock Tomb,9,10,1,10000
Grimer,76.8,88,poison,none,69,52.5,99,358424,14,499,Acid,Mud Bomb,Sludge,5,5,3,50000
Tepig (Shadow),76.8,498,fire,none,67.4,56.7,96,366951,18,499,Ember,Body Slam,Flame Charge,5,8,3,10000
Forretress,76.7,205,bug,steel,64.3,81.4,74,387534,8.5,500,Bug Bite,Earthquake,Heavy Slam,22,17,5,75000
Mightyena,76.5,262,dark,none,73.2,60.4,76,336235,9.5,496,Bite,Crunch,Play Rough,23,30,1,10000
Nidorina,76.5,30,poison,none,62.6,69.8,91,397927,15,499,Bite,Dig,Poison Fang,25,20,3,50000
Tropius,76.5,357,grass,flying,59.2,73.9,96,419847,10,499,Air Slash,Aerial Ace,Brutal Swing,5,4,5,75000
Weedle (Shadow),76.5,13,bug,poison,63.9,54.6,111,387185,50,498,Bug Bite,Frustration,Struggle,24,34,1,10000
Bunnelby (Shadow),76.4,659,normal,none,58.3,70.5,103,423624,44,498,Mud Slap,Bulldoze,Dig,5,5,1,10000
Spheal (Shadow),76.4,363,ice,water,60.3,62.7,109,412541,20,499,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Swinub,76.3,220,ice,ground,65.3,57.1,102,380348,26.5,499,Powder Snow,Body Slam,Icy Wind,5,6,3,50000
Caterpie (Shadow),76.1,10,bug,none,58.8,58.8,120,415189,50,494,Bug Bite,Frustration,Struggle,24,34,1,10000
Scizor,76.1,212,bug,steel,80.8,64.7,59,308794,6.5,499,Bullet Punch,Iron Head,Night Slash,8,5,5,75000
Kleavor,77,900,bug,rock,144.2,105.1,102,1545034,17.5,1498,Fury Cutter,X-Scissor,Stone Edge,10,14,5,75000
Scizor (Shadow),76.1,212,bug,steel,80.8,64.7,59,308794,6.5,499,Bullet Punch,Iron Head,Night Slash,8,5,5,75000
Shelgon,76.1,372,dragon,none,72.4,65.8,72,342813,9.5,500,Dragon Breath,Dragon Pulse,Flamethrower,20,19,5,75000
Venipede (Shadow),76.1,543,bug,poison,62.6,77.7,82,398746,29,499,Bug Bite,Frustration,Gyro Ball,24,20,1,10000
Chikorita (Shadow),76,152,grass,none,59.5,84.9,83,418811,21.5,499,Vine Whip,Grass Knot,Body Slam,7,5,3,10000
Cyndaquil,76,155,fire,none,72.3,62.1,77,345812,20,500,Ember,Swift,Flame Charge,5,8,3,10000
Golbat (Shadow),76,42,poison,flying,68.7,67.8,78,363402,9.5,499,Bite,Air Cutter,Frustration,18,35,1,10000
Golett,76,622,ground,ghost,70.5,57.2,87,350861,16,499,Astonish,Brick Break,Night Shade,4,5,5,75000
Corsola,75.8,222,water,rock,61,85,78,404201,14,497,Bubble,Bubble Beam,Power Gem,4,5,3,50000
Marowak (Alolan),75.8,105,fire,ghost,64.5,84.4,71,386641,10.5,500,Fire Spin,Bone Club,Fire Blast,4,8,3,50000
Nidorina (Shadow),75.8,30,poison,none,62.6,69.8,91,397927,15,499,Bite,Dig,Frustration,25,35,3,50000
Urshifu (Rapid Strike),75.8,892,fighting,water,76.9,55.7,69,295761,5,478,Counter,Aqua Jet,Brick Break,7,7,20,100000
Geodude,75.7,74,rock,ground,69.8,73.5,69,354090,15,500,Rock Throw,Dig,Rock Slide,10,9,1,10000
Golett (Shadow),75.7,622,ground,ghost,70.5,57.2,87,350861,16,499,Astonish,Brick Break,Frustration,4,7,5,75000
Rhyhorn (Shadow),75.7,111,ground,rock,65.2,64.3,90,377750,11.5,498,Mud Slap,Bulldoze,Frustration,5,7,3,50000
Skorupi (Shadow),75.7,451,poison,bug,57.8,94.4,79,431035,19.5,499,Infestation,Aqua Tail,Cross Poison,3,3,5,75000
Snorunt,75.7,361,ice,none,62.7,66.5,95,396502,22.5,500,Hex,Avalanche,Icy Wind,4,4,3,50000
Foongus (Shadow),75.4,590,grass,poison,60.9,61.5,109,408690,20,499,Astonish,Grass Knot,Body Slam,5,4,3,50000
Annihilape,75.3,979,fighting,ghost,71.9,58.4,82,344652,6,499,Counter,Close Combat,Ice Punch,8,7,3,50000
Graveler (Alolan),75.3,75,rock,electric,70.1,74.8,67,351406,10,497,Rock Throw,Rock Blast,Stone Edge,8,11,1,10000
Ivysaur (Shadow),75.2,2,grass,poison,69.1,69.6,74,355856,11,497,Razor Leaf,Frustration,Power Whip,18,13,3,10000
Toxicroak,75.2,454,poison,fighting,78.3,52.9,76,314873,7.5,496,Counter,Dynamic Punch,Mud Bomb,8,7,3,50000
Hitmontop (Shadow),74.9,237,fighting,none,70.5,85.7,58,350463,8.5,497,Counter,Close Combat,Frustration,8,12,5,75000
Tyranitar,74.9,248,rock,dark,74.3,64.4,69,330359,5,496,Bite,Brutal Swing,Crunch,18,23,5,75000
Tyranitar (Shadow),74.9,248,rock,dark,74.3,64.4,69,330359,5,496,Bite,Brutal Swing,Crunch,18,23,5,75000
Tyrunt (Shadow),74.9,696,rock,dragon,73.8,62.1,73,334613,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,5,4,5,75000
Zapdos (Galarian),74.9,145,fighting,flying,78.4,60.3,67,316509,5.5,499,Counter,Ancient Power,Brave Bird,8,10,20,100000
Golem (Alolan),74.7,76,rock,electric,72.1,71.1,67,343631,6.5,498,Rock Throw,Rock Blast,Stone Edge,8,11,1,10000
Qwilfish (Hisuian),74.7,211,dark,poison,75.1,65.5,67,329804,9,498,Poison Jab,Aqua Tail,Dark Pulse,5,8,3,50000
Snubbull (Shadow),74.7,209,fairy,none,74.2,51.5,87,332538,15.5,498,Bite,Brick Break,Crunch,20,23,3,50000
Stonjourner,74.7,874,rock,none,72.6,62,76,341764,6,499,Rock Throw,Rock Slide,Stomp,9,8,5,75000
Marowak (Alolan) (Shadow),74.5,105,fire,ghost,64.5,84.4,71,386641,10.5,500,Fire Spin,Bone Club,Fire Blast,4,8,3,50000
Sealeo (Shadow),74.5,364,ice,water,62.9,65.1,96,393455,11,499,Powder Snow,Aurora Beam,Body Slam,8,5,3,50000
Machoke (Shadow),74.3,67,fighting,none,74.8,55.1,81,334006,9.5,499,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Whirlipede,74.3,544,bug,poison,57.3,103.5,73,433002,17,498,Bug Bite,Gyro Ball,Signal Beam,20,19,1,10000
Oddish (Shadow),74.2,43,grass,poison,72.1,65.7,73,346115,16,500,Razor Leaf,Sludge Bomb,Seed Bomb,13,12,3,50000
Purugly (Shadow),74.2,432,normal,none,73.6,59.6,77,337913,9.5,499,Scratch,Aerial Ace,Frustration,20,35,3,50000
Venomoth,74.2,49,bug,poison,73.5,62.7,73,336682,9,499,Bug Bite,Bug Buzz,Poison Fang,20,14,3,50000
Weedle,74.2,13,bug,poison,63.9,54.6,111,387185,50,498,Bug Bite,Return,Struggle,24,34,1,10000
Dewott (Shadow),74.1,502,water,none,72.2,55.8,85,342764,11,497,Fury Cutter,Aqua Tail,Frustration,9,18,3,10000
Turtwig (Shadow),74.1,387,grass,none,66.7,65.7,85,372500,16.5,500,Razor Leaf,Body Slam,Seed Bomb,9,12,3,10000
Popplio,73.9,728,water,none,68.3,65,81,359555,17,497,Water Gun,Aqua Tail,Aqua Jet,12,14,3,10000
Wartortle (Shadow),73.9,8,water,none,62.6,80.9,78,395251,13,497,Bite,Aqua Jet,Frustration,20,35,3,10000
Pansear,73.8,513,fire,none,66.1,64.3,89,378071,19.5,499,Fire Spin,Crunch,Flame Charge,5,5,3,50000
Starly,73.8,396,normal,flying,72.9,50.2,92,336663,26.5,497,Quick Attack,Aerial Ace,Brave Bird,5,7,1,10000
Cyndaquil (Shadow),73.6,155,fire,none,72.3,62.1,77,345812,20,500,Ember,Swift,Flame Charge,5,8,3,10000
Ivysaur,73.6,2,grass,poison,69.3,68,76,358020,11.5,498,Razor Leaf,Power Whip,Sludge Bomb,13,13,3,10000
Tyrunt,73.6,696,rock,dragon,73.8,62.1,73,334613,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,5,4,5,75000
Pineco (Shadow),73.5,204,bug,none,62.8,75.5,83,393260,17,497,Bug Bite,Frustration,Gyro Ball,24,20,5,75000
Rhydon,73.5,112,ground,rock,72.9,59.7,78,339532,6,498,Mud Slap,Breaking Swipe,Earthquake,4,7,3,50000
Venipede,73.5,543,bug,poison,61.1,80.6,82,404009,29,497,Bug Bite,Gyro Ball,Return,20,24,1,10000
Lileep,73.4,345,rock,grass,56.9,84.3,91,436782,15,500,Acid,Ancient Power,Grass Knot,6,7,3,50000
Pidove,73.4,519,normal,flying,66,58.9,97,377261,23,499,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Snivy,73.4,495,grass,none,59.6,76.6,92,419516,24,500,Vine Whip,Seed Bomb,Wrap,6,6,3,10000
Oshawott,73.2,501,water,none,70.3,55.5,91,355205,18,500,Water Gun,Night Slash,Aqua Tail,12,12,3,10000
Slowpoke,73.2,79,water,psychic,60.9,57.7,117,411314,16,500,Confusion,Psyshock,Water Pulse,4,5,3,50000
Slowpoke (Shadow),73.2,79,water,psychic,60.9,57.7,117,411314,16,500,Confusion,Psyshock,Water Pulse,4,5,3,50000
Caterpie,73.1,10,bug,none,58.8,58.8,120,415189,50,494,Bug Bite,Return,Struggle,24,34,1,10000
Flygon,73.1,330,ground,dragon,74.4,63.9,70,332743,7,498,Dragon Tail,Boomburst,Dragon Claw,8,4,5,75000
Flygon (Shadow),73.1,330,ground,dragon,74.4,63.9,70,332743,7,498,Dragon Tail,Boomburst,Dragon Claw,8,4,5,75000
Oddish,73.1,43,grass,poison,71.1,66.3,74,348469,16,500,Razor Leaf,Sludge Bomb,Seed Bomb,13,12,3,50000
Grimer (Shadow),72.8,88,poison,none,70,51.5,99,356693,14,500,Mud Slap,Frustration,Mud Bomb,7,4,3,50000
Snubbull,72.8,209,fairy,none,74.2,51.5,87,332538,15.5,498,Bite,Brick Break,Crunch,20,23,3,50000
Darumaka (Shadow),72.7,554,fire,none,75.6,48.2,89,324202,13,496,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Psyduck,72.7,54,water,none,71.1,59.5,83,350807,17,499,Water Gun,Aqua Tail,Cross Chop,12,12,3,50000
Growlithe,72.5,58,fire,none,74,55.4,82,335874,15,499,Ember,Body Slam,Flamethrower,5,8,3,50000
Pignite (Shadow),72.5,499,fire,fighting,74.8,49.3,90,332344,9.5,499,Ember,Flamethrower,Flame Charge,8,8,3,10000
Venusaur,72.5,3,grass,poison,70.5,69.8,71,349800,7,497,Razor Leaf,Frenzy Plant,Petal Blizzard,12,17,3,10000
Venusaur (Shadow),72.5,3,grass,poison,70.5,69.8,71,349800,7,497,Razor Leaf,Frenzy Plant,Petal Blizzard,12,17,3,10000
Bellossom,72.4,182,grass,none,67.1,75.6,73,369959,8.5,498,Acid,Dazzling Gleam,Leaf Blade,7,5,3,50000
Rhyperior,72.4,464,ground,rock,74.3,59.2,76,334370,5,500,Mud Slap,Breaking Swipe,Earthquake,4,7,3,50000
Sharpedo (Shadow),72.4,319,water,dark,96.5,38,70,256610,8.5,499,Bite,Crunch,Frustration,23,35,3,50000
Golbat,72.3,42,poison,flying,68.7,67.8,78,363402,9.5,499,Bite,Air Cutter,Ominous Wind,18,23,1,10000
Oshawott (Shadow),72.3,501,water,none,70.3,55.5,91,355205,18,500,Water Gun,Night Slash,Aqua Tail,12,12,3,10000
Garchomp,72.1,445,dragon,ground,76.9,57.5,73,322684,5,499,Dragon Tail,Earthquake,Earth Power,8,7,5,75000
Blaziken,72,257,fire,fighting,84.2,52.3,67,295200,6.5,500,Counter,Blast Burn,Blaze Kick,9,7,3,10000
Kubfu,72,891,fighting,none,77.9,54.5,73,310309,10.5,493,Counter,Brick Break,Close Combat,7,8,20,100000
Lampent (Shadow),72,608,ghost,fire,77.1,56.3,74,321072,11,499,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Patrat (Shadow),72,504,normal,none,68.8,56.9,93,363669,24.5,500,Bite,Dig,Frustration,25,35,1,10000
Pidgeot,72,18,normal,flying,68.3,65.9,81,364876,9,500,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Roggenrola (Shadow),72,524,rock,none,67.3,65.2,84,368797,15.5,500,Smack Down,Bulldoze,Frustration,6,9,3,50000
Tirtouga,72,564,water,rock,67,74.2,75,372497,13,499,Water Gun,Ancient Power,Body Slam,15,12,5,75000
Turtwig,72,387,grass,none,66.7,65.7,85,372500,16.5,500,Razor Leaf,Body Slam,Seed Bomb,9,12,3,10000
